项目名称,项目编码,建设单位,项目主管部门,概算批复金额,资金批复金额,批复日期,资金性质,经办人,经办处室
工业园区供水管网工程一期,UC20250029,基础设施建设公司,市城市管理局,13026.24,3770.52,2024-03-01,省级补助,郭建华,招投标管理处
东城区地铁建设工程五期,UC20250056,医疗建设发展公司,市生态环境局,8423.38,1332.22,2023-01-23,专项债券,高建国,综合管理处
科技园区公园绿化工程四期,UC20250075,住房建设集团,市城市管理局,10804.52,1410.69,2024-01-14,土地出让金,钱国强,计划财务处
东城区排水管网工程三期,UC20250020,水务建设集团公司,市发展和改革委员会,6587.12,1166.59,2023-08-03,专项债券,曹建军,规划设计处
南城区学校建设工程一期,UC20250111,交通建设发展集团,市规划和自然资源局,14688.91,5828.7,2023-12-14,中央综合财力,王志远,质量安全处
工业园区供水管网工程四期,UC20250178,水务建设集团公司,市体育局,8559.13,3127.81,2023-07-08,土地出让金,王志远,招投标管理处
科技园区桥梁建设工程一期,UC20250032,交通建设发展集团,市体育局,1904.37,116.17,2024-01-12,土地出让金,赵文博,计划财务处
经济技术开发区商业综合体建设二期,UC20250155,环保建设投资公司,市水利局,11052.38,1688.61,2024-04-04,专项债券,赵文博,综合管理处
新区医院建设工程三期,UC20250023,医疗建设发展公司,市体育局,14833.68,5237.64,2024-05-01,土地出让金,吴德华,资金管理处
科技园区隧道建设工程三期,UC20250038,园林绿化建设集团,市生态环境局,18476.73,4754.75,2024-09-25,中央补助,林志强,投资建设处
开发区图书馆建设三期,UC20250125,教育建设投资公司,市园林绿化局,2870.19,1063.26,2024-05-14,中央补助,曹建军,计划财务处
滨海新区文化中心建设五期,UC20250133,公共设施建设集团,市交通运输局,10244.62,4179.38,2023-11-06,土地出让金,林志强,质量安全处
经济技术开发区道路建设工程二期,UC20250098,交通建设发展集团,市园林绿化局,18768.27,5969.71,2023-12-24,土地出让金,孙海涛,项目管理处
经济技术开发区隧道建设工程四期,UC20250100,教育建设投资公司,市发展和改革委员会,5101.01,269.52,2023-03-18,专项债券,邓文华,审计监察处
开发区体育中心建设一期,UC20250108,园林绿化建设集团,市城市管理局,1473.65,320.39,2024-07-07,中央补助,黄志明,规划设计处
工业园区文化中心建设五期,UC20250062,市政建设集团有限公司,市卫生健康委员会,4909.01,1103.71,2024-02-02,中央综合财力,杨文华,计划财务处
南城区学校建设工程五期,UC20250057,教育建设投资公司,市卫生健康委员会,12854.33,4659.27,2024-01-03,一般债券,马建设,项目管理处
生态城区道路建设工程四期,UC20250080,文化建设集团,市生态环境局,3140.76,1138.63,2023-08-10,中央预算内投资,钱国强,质量安全处
经济技术开发区博物馆建设二期,UC20250194,文化建设集团,市体育局,10431.5,4807.37,2023-08-16,中央综合财力,朱建平,质量安全处
西城区图书馆建设四期,UC20250060,市政建设集团有限公司,市水利局,9782.2,3089.18,2023-09-01,土地出让金,周建军,综合管理处
开发区医院建设工程四期,UC20250028,交通建设发展集团,市卫生健康委员会,1513.85,231.23,2024-09-21,中央综合财力,韩志刚,计划财务处
工业园区图书馆建设四期,UC20250035,文化建设集团,市水利局,19566.13,4059.62,2025-01-07,专项债券,刘建国,审计监察处
开发区医院建设工程四期,UC20250028,交通建设发展集团,市卫生健康委员会,1513.85,139.69,2024-11-27,中央补助,梁文博,招投标管理处
生态城区学校建设工程三期,UC20250009,园林绿化建设集团,市规划和自然资源局,12468.79,3707.43,2024-10-04,中央预算内投资,吴德华,计划财务处
北城区住宅小区建设四期,UC20250073,公共设施建设集团,市规划和自然资源局,15447.51,1609.91,2023-05-15,中央综合财力,朱建平,工程建设处
生态城区公交站台建设一期,UC20250156,城市投资建设集团,市卫生健康委员会,19120.9,5988.03,2025-05-10,中央预算内投资,彭志明,工程建设处
山区住宅小区建设二期,UC20250048,教育建设投资公司,市园林绿化局,16282.43,1491.78,2024-12-17,中央综合财力,周建军,质量安全处
科技园区图书馆建设二期,UC20250143,公共设施建设集团,市文化和旅游局,2076.68,790.59,2024-09-05,中央综合财力,陈志刚,招投标管理处
经济技术开发区商业综合体建设一期,UC20250055,水务建设集团公司,市体育局,11577.32,1403.88,2024-11-12,中央预算内投资,韩志刚,计划财务处
科技园区商业综合体建设五期,UC20250197,园林绿化建设集团,市规划和自然资源局,6405.51,2158.34,2024-06-17,专项债券,刘建国,质量安全处
科技园区桥梁建设工程一期,UC20250032,交通建设发展集团,市体育局,1904.37,842.56,2024-06-28,省级补助,赵文博,投资建设处
开发区商业综合体建设二期,UC20250061,医疗建设发展公司,市体育局,11827.18,4710.43,2024-10-09,中央综合财力,韩志刚,投资建设处
新区文化中心建设三期,UC20250099,教育建设投资公司,市生态环境局,10879.91,2911.84,2023-08-18,中央综合财力,朱建平,项目管理处
开发区文化中心建设五期,UC20250187,环保建设投资公司,市教育局,14932.63,4338.44,2024-09-02,中央预算内投资,徐文军,资金管理处
开发区公交站台建设五期,UC20250123,医疗建设发展公司,市水利局,12350.63,4854.48,2024-06-05,中央补助,吴德华,综合管理处
滨海新区污水处理厂建设五期,UC20250086,文化建设集团,市卫生健康委员会,12672.36,4501.76,2024-03-31,中央补助,曹建军,计划财务处
西城区垃圾处理中心建设四期,UC20250132,园林绿化建设集团,市卫生健康委员会,1685.52,247.02,2023-12-26,一般债券,李明强,招投标管理处
滨海新区商业综合体建设五期,UC20250126,住房建设集团,市规划和自然资源局,15856.66,3109.54,2024-02-10,中央综合财力,马建设,综合管理处
滨海新区污水处理厂建设五期,UC20250086,文化建设集团,市卫生健康委员会,12672.36,4131.99,2024-10-24,专项债券,李明强,投资建设处
高新区道路建设工程一期,UC20250044,水务建设集团公司,市交通运输局,4605.77,2289.85,2023-05-16,省级补助,邓文华,投资建设处
开发区公园绿化工程五期,UC20250039,住房建设集团,市规划和自然资源局,11375.17,2564.65,2024-04-05,专项债券,韩志刚,规划设计处
滨海新区排水管网工程一期,UC20250139,城市投资建设集团,市文化和旅游局,1824.32,207.35,2023-12-02,中央预算内投资,黄志明,质量安全处
东城区商业综合体建设三期,UC20250050,环保建设投资公司,市卫生健康委员会,16191.13,5577.14,2023-12-06,省级补助,张建华,审计监察处
滨海新区商业综合体建设三期,UC20250140,住房建设集团,市生态环境局,15413.4,3351.28,2023-06-20,一般债券,孙海涛,质量安全处
高新区住宅小区建设二期,UC20250166,文化建设集团,市水利局,10495.86,4279.55,2024-09-15,中央预算内投资,孙海涛,审计监察处
开发区医院建设工程四期,UC20250028,交通建设发展集团,市卫生健康委员会,1513.85,208.18,2024-04-07,中央预算内投资,邓文华,规划设计处
高新区商业综合体建设一期,UC20250195,教育建设投资公司,市发展和改革委员会,7066.19,3043.04,2024-12-24,中央补助,赵文博,质量安全处
科技园区地铁建设工程四期,UC20250078,公共设施建设集团,市城市管理局,13320.36,1278.51,2023-11-14,专项债券,黄志明,规划设计处
新区博物馆建设三期,UC20250017,市政建设集团有限公司,市体育局,14150.93,1207.54,2024-07-08,中央预算内投资,韩志刚,项目管理处
工业园区桥梁建设工程二期,UC20250157,水务建设集团公司,市发展和改革委员会,4636.74,481.67,2024-10-15,土地出让金,邓文华,规划设计处
新区排水管网工程五期,UC20250136,基础设施建设公司,市规划和自然资源局,2318.74,1073.74,2023-11-22,省级补助,钱国强,审计监察处
新区商业综合体建设二期,UC20250128,水务建设集团公司,市规划和自然资源局,18647.72,7210.0,2024-02-28,中央补助,韩志刚,质量安全处
新区停车场建设三期,UC20250199,园林绿化建设集团,市园林绿化局,12077.06,5210.25,2023-07-12,省级补助,黄志明,工程建设处
科技园区住宅小区建设三期,UC20250047,水务建设集团公司,市教育局,10085.51,1588.04,2024-05-23,中央补助,韩志刚,投资建设处
开发区排水管网工程五期,UC20250115,住房建设集团,市生态环境局,4923.67,411.72,2024-04-02,中央综合财力,李明强,资金管理处
科技园区隧道建设工程四期,UC20250167,公共设施建设集团,市文化和旅游局,3628.24,1738.27,2024-04-08,中央预算内投资,高建国,项目管理处
新区污水处理厂建设三期,UC20250160,环保建设投资公司,市城市管理局,19573.5,3216.26,2024-05-29,中央综合财力,徐文军,审计监察处
新区医院建设工程四期,UC20250184,教育建设投资公司,市园林绿化局,17649.2,1061.37,2023-04-08,省级补助,陈志刚,项目管理处
东城区地铁建设工程五期,UC20250056,医疗建设发展公司,市生态环境局,8423.38,4034.71,2023-02-11,中央综合财力,林志强,投资建设处
生态城区住宅小区建设二期,UC20250188,文化建设集团,市体育局,18733.19,7659.19,2023-09-12,中央预算内投资,邓文华,投资建设处
科技园区道路建设工程一期,UC20250065,医疗建设发展公司,市规划和自然资源局,1011.49,86.53,2024-08-14,中央预算内投资,何志远,计划财务处
高新区垃圾处理中心建设二期,UC20250097,公共设施建设集团,市交通运输局,15839.46,1977.52,2024-07-02,土地出让金,李明强,资金管理处
开发区医院建设工程四期,UC20250028,交通建设发展集团,市卫生健康委员会,1513.85,638.74,2024-01-16,省级补助,刘建国,计划财务处
新区医院建设工程四期,UC20250184,教育建设投资公司,市园林绿化局,17649.2,2947.44,2023-04-24,中央综合财力,高建国,招投标管理处
新区医院建设工程三期,UC20250023,医疗建设发展公司,市体育局,14833.68,2185.07,2024-03-11,土地出让金,高建国,审计监察处
滨海新区隧道建设工程一期,UC20250021,基础设施建设公司,市规划和自然资源局,1493.28,521.91,2024-07-25,中央预算内投资,林志强,质量安全处
开发区公园绿化工程三期,UC20250107,市政建设集团有限公司,市发展和改革委员会,7231.64,2040.7,2023-11-02,中央补助,黄志明,投资建设处
西城区图书馆建设四期,UC20250060,市政建设集团有限公司,市水利局,9782.2,3740.08,2023-05-27,中央预算内投资,高建国,招投标管理处
开发区医院建设工程四期,UC20250028,交通建设发展集团,市卫生健康委员会,1513.85,613.1,2025-01-01,中央补助,高建国,审计监察处
工业园区文化中心建设五期,UC20250062,市政建设集团有限公司,市卫生健康委员会,4909.01,760.37,2024-03-08,中央综合财力,郭建华,综合管理处
东城区商业综合体建设三期,UC20250050,环保建设投资公司,市卫生健康委员会,16191.13,7494.29,2024-01-22,专项债券,周建军,招投标管理处
北城区文化中心建设一期,UC20250175,医疗建设发展公司,市教育局,13900.46,4248.55,2023-06-22,中央补助,王志远,项目管理处
开发区广场建设工程五期,UC20250064,医疗建设发展公司,市规划和自然资源局,8411.23,1424.46,2024-11-14,中央综合财力,吴德华,投资建设处
北城区文化中心建设一期,UC20250175,医疗建设发展公司,市教育局,13900.46,1955.65,2023-04-26,中央补助,李明强,审计监察处
开发区排水管网工程五期,UC20250115,住房建设集团,市生态环境局,4923.67,1834.72,2024-02-15,省级补助,刘建国,计划财务处
西城区图书馆建设二期,UC20250070,公共设施建设集团,市发展和改革委员会,4527.63,2249.71,2023-07-06,一般债券,杨文华,项目管理处
经济技术开发区排水管网工程五期,UC20250117,公共设施建设集团,市城市管理局,1330.59,284.14,2025-01-09,专项债券,曹建军,工程建设处
生态城区学校建设工程三期,UC20250134,文化建设集团,市文化和旅游局,17959.8,5014.48,2025-05-18,省级补助,陈志刚,工程建设处
高新区住宅小区建设四期,UC20250177,住房建设集团,市规划和自然资源局,6523.64,2167.66,2024-03-28,中央综合财力,周建军,质量安全处
新区排水管网工程一期,UC20250122,基础设施建设公司,市城市管理局,1645.86,365.68,2024-05-25,专项债券,周建军,项目管理处
开发区排水管网工程五期,UC20250115,住房建设集团,市生态环境局,4923.67,1443.36,2024-01-10,中央补助,张建华,项目管理处
南城区停车场建设二期,UC20250101,教育建设投资公司,市规划和自然资源局,6826.43,815.81,2024-06-25,一般债券,何志远,工程建设处
新区桥梁建设工程三期,UC20250138,教育建设投资公司,市城市管理局,16224.31,2627.44,2024-01-06,一般债券,曹建军,资金管理处
高新区停车场建设三期,UC20250026,环保建设投资公司,市城市管理局,19806.41,3956.81,2024-09-28,中央补助,吴德华,资金管理处
山区停车场建设四期,UC20250049,住房建设集团,市交通运输局,19817.92,8951.19,2023-04-22,一般债券,吴德华,审计监察处
中心区污水处理厂建设五期,UC20250063,教育建设投资公司,市城市管理局,10237.66,2637.65,2023-12-21,省级补助,曹建军,资金管理处
开发区广场建设工程三期,UC20250051,环保建设投资公司,市规划和自然资源局,15130.96,4792.4,2024-10-11,中央预算内投资,何志远,资金管理处
新区停车场建设三期,UC20250199,园林绿化建设集团,市园林绿化局,12077.06,5618.31,2023-05-27,中央综合财力,李明强,工程建设处
工业园区地铁建设工程四期,UC20250058,交通建设发展集团,市文化和旅游局,9412.2,1002.19,2024-09-26,一般债券,马建设,质量安全处
生态城区广场建设工程五期,UC20250149,住房建设集团,市体育局,5797.62,1719.84,2023-07-15,一般债券,朱建平,资金管理处
滨海新区商业综合体建设三期,UC20250140,住房建设集团,市生态环境局,15413.4,2617.61,2024-01-13,专项债券,何志远,质量安全处
北城区供水管网工程五期,UC20250141,公共设施建设集团,市城市管理局,1740.98,868.81,2023-02-25,专项债券,周建军,项目管理处
开发区公园绿化工程三期,UC20250107,市政建设集团有限公司,市发展和改革委员会,7231.64,3294.69,2023-11-25,土地出让金,马建设,综合管理处
开发区排水管网工程三期,UC20250059,园林绿化建设集团,市规划和自然资源局,10416.65,2597.34,2023-08-07,中央综合财力,何志远,资金管理处
科技园区商业综合体建设四期,UC20250067,基础设施建设公司,市交通运输局,3362.63,1350.81,2024-07-12,专项债券,韩志刚,审计监察处
新区广场建设工程二期,UC20250186,园林绿化建设集团,市卫生健康委员会,11009.55,2352.55,2023-10-27,土地出让金,周建军,规划设计处
山区排水管网工程五期,UC20250034,住房建设集团,市城市管理局,18905.57,5381.49,2024-01-23,中央综合财力,徐文军,投资建设处
东城区供水管网工程五期,UC20250131,市政建设集团有限公司,市交通运输局,1223.31,567.68,2023-06-28,土地出让金,赵文博,项目管理处
生态城区道路建设工程四期,UC20250080,文化建设集团,市生态环境局,3140.76,1028.47,2024-04-26,土地出让金,赵文博,招投标管理处
山区住宅小区建设一期,UC20250010,公共设施建设集团,市教育局,15899.97,5550.46,2023-11-27,专项债券,孙海涛,项目管理处
工业园区桥梁建设工程二期,UC20250157,水务建设集团公司,市发展和改革委员会,4636.74,2298.12,2024-12-24,中央预算内投资,郭建华,投资建设处
科技园区隧道建设工程三期,UC20250038,园林绿化建设集团,市生态环境局,18476.73,8610.33,2024-10-19,中央综合财力,郭建华,计划财务处
南城区商业综合体建设三期,UC20250036,水务建设集团公司,市园林绿化局,15515.9,5020.13,2024-06-11,专项债券,徐文军,资金管理处
开发区文化中心建设五期,UC20250187,环保建设投资公司,市教育局,14932.63,5084.14,2023-12-15,省级补助,何志远,工程建设处
开发区排水管网工程五期,UC20250115,住房建设集团,市生态环境局,4923.67,1868.86,2024-07-03,中央综合财力,邓文华,质量安全处
工业园区桥梁建设工程二期,UC20250157,水务建设集团公司,市发展和改革委员会,4636.74,474.48,2025-01-03,土地出让金,杨文华,投资建设处
北城区图书馆建设三期,UC20250183,交通建设发展集团,市城市管理局,7181.68,1210.99,2024-08-03,中央综合财力,陈志刚,规划设计处
西城区图书馆建设二期,UC20250102,环保建设投资公司,市规划和自然资源局,4169.97,933.51,2023-11-01,中央补助,钱国强,投资建设处
东城区隧道建设工程五期,UC20250006,基础设施建设公司,市交通运输局,12966.97,4799.37,2024-03-09,中央综合财力,孙海涛,项目管理处
山区住宅小区建设二期,UC20250048,教育建设投资公司,市园林绿化局,16282.43,7473.96,2024-02-12,中央补助,钱国强,计划财务处
科技园区图书馆建设二期,UC20250143,公共设施建设集团,市文化和旅游局,2076.68,1037.59,2024-10-03,土地出让金,林志强,招投标管理处
东城区广场建设工程二期,UC20250013,水务建设集团公司,市文化和旅游局,7687.92,1766.22,2023-11-05,一般债券,高建国,投资建设处
东城区广场建设工程二期,UC20250013,水务建设集团公司,市文化和旅游局,7687.92,2234.87,2024-05-01,中央补助,吴德华,招投标管理处
滨海新区排水管网工程一期,UC20250139,城市投资建设集团,市文化和旅游局,1824.32,524.01,2024-02-26,专项债券,郭建华,计划财务处
新区停车场建设五期,UC20250084,基础设施建设公司,市规划和自然资源局,12808.92,1399.82,2023-05-09,土地出让金,朱建平,工程建设处
新区住宅小区建设三期,UC20250113,文化建设集团,市规划和自然资源局,18586.78,8871.14,2024-07-21,中央综合财力,高建国,招投标管理处
滨海新区供水管网工程一期,UC20250083,交通建设发展集团,市生态环境局,18496.91,8800.61,2023-05-27,一般债券,刘建国,审计监察处
东城区供水管网工程五期,UC20250071,住房建设集团,市交通运输局,2449.48,379.72,2024-01-11,中央预算内投资,梁文博,招投标管理处
南城区公交站台建设四期,UC20250046,环保建设投资公司,市文化和旅游局,5870.42,2187.79,2024-10-08,土地出让金,钱国强,审计监察处
科技园区公园绿化工程一期,UC20250148,文化建设集团,市生态环境局,4114.42,1079.24,2023-10-20,专项债券,赵文博,投资建设处
经济技术开发区医院建设工程一期,UC20250182,文化建设集团,市教育局,3520.3,1474.51,2023-09-29,中央综合财力,高建国,审计监察处
北城区停车场建设五期,UC20250189,医疗建设发展公司,市城市管理局,6341.98,1036.03,2024-07-11,中央综合财力,吴德华,项目管理处
经济技术开发区排水管网工程五期,UC20250117,公共设施建设集团,市城市管理局,1330.59,411.99,2024-06-10,中央综合财力,韩志刚,质量安全处
开发区学校建设工程四期,UC20250118,水务建设集团公司,市体育局,8515.16,1308.31,2023-11-22,省级补助,孙海涛,投资建设处
科技园区商业综合体建设五期,UC20250197,园林绿化建设集团,市规划和自然资源局,6405.51,584.85,2024-09-09,专项债券,韩志刚,审计监察处
经济技术开发区博物馆建设四期,UC20250121,交通建设发展集团,市住房和城乡建设局,17087.64,6440.41,2023-02-19,土地出让金,张建华,项目管理处
科技园区公园绿化工程四期,UC20250075,住房建设集团,市城市管理局,10804.52,1225.33,2024-10-10,中央补助,杨文华,投资建设处
经济技术开发区商业综合体建设一期,UC20250055,水务建设集团公司,市体育局,11577.32,5615.74,2025-01-26,土地出让金,张建华,质量安全处
开发区商业综合体建设三期,UC20250200,市政建设集团有限公司,市规划和自然资源局,13011.48,5400.62,2024-08-19,中央预算内投资,朱建平,招投标管理处
东城区广场建设工程二期,UC20250013,水务建设集团公司,市文化和旅游局,7687.92,3534.55,2023-09-07,专项债券,黄志明,综合管理处
南城区停车场建设一期,UC20250147,基础设施建设公司,市规划和自然资源局,12450.51,5601.18,2024-03-20,中央预算内投资,赵文博,规划设计处
新区桥梁建设工程四期,UC20250066,环保建设投资公司,市生态环境局,9379.49,2139.98,2024-06-21,土地出让金,彭志明,招投标管理处
开发区文化中心建设五期,UC20250187,环保建设投资公司,市教育局,14932.63,2272.24,2024-07-21,专项债券,曹建军,计划财务处
生态城区体育中心建设一期,UC20250007,基础设施建设公司,市教育局,5263.45,1974.48,2024-06-21,中央预算内投资,韩志刚,投资建设处
新区住宅小区建设二期,UC20250112,医疗建设发展公司,市文化和旅游局,4157.74,1140.39,2023-06-26,专项债券,邓文华,项目管理处
科技园区桥梁建设工程一期,UC20250072,公共设施建设集团,市生态环境局,3031.25,1082.84,2023-05-23,土地出让金,郭建华,审计监察处
山区供水管网工程四期,UC20250104,环保建设投资公司,市住房和城乡建设局,13797.14,2313.55,2024-09-25,专项债券,张建华,综合管理处
经济技术开发区医院建设工程一期,UC20250182,文化建设集团,市教育局,3520.3,1646.53,2023-08-03,专项债券,朱建平,工程建设处
开发区广场建设工程三期,UC20250051,环保建设投资公司,市规划和自然资源局,15130.96,5282.99,2024-02-03,中央预算内投资,高建国,规划设计处
生态城区桥梁建设工程二期,UC20250095,医疗建设发展公司,市教育局,6305.58,2274.19,2023-12-29,中央补助,刘建国,招投标管理处
西城区图书馆建设四期,UC20250060,市政建设集团有限公司,市水利局,9782.2,1773.82,2023-02-28,中央预算内投资,何志远,审计监察处
山区供水管网工程四期,UC20250104,环保建设投资公司,市住房和城乡建设局,13797.14,6397.93,2024-02-05,省级补助,邓文华,资金管理处
科技园区商业综合体建设二期,UC20250150,环保建设投资公司,市水利局,11194.94,2546.33,2023-10-29,专项债券,王志远,计划财务处
滨海新区图书馆建设三期,UC20250159,基础设施建设公司,市生态环境局,15176.03,4788.63,2023-12-16,土地出让金,彭志明,资金管理处
科技园区供水管网工程一期,UC20250170,交通建设发展集团,市生态环境局,13000.65,3111.18,2024-05-27,土地出让金,梁文博,投资建设处
新区排水管网工程一期,UC20250122,基础设施建设公司,市城市管理局,1645.86,571.29,2024-07-04,一般债券,邓文华,质量安全处
工业园区道路建设工程一期,UC20250164,文化建设集团,市园林绿化局,15239.68,7498.9,2024-03-02,专项债券,林志强,计划财务处
生态城区医院建设工程一期,UC20250012,公共设施建设集团,市体育局,12670.16,5799.12,2024-04-23,土地出让金,林志强,投资建设处
经济技术开发区桥梁建设工程四期,UC20250024,交通建设发展集团,市体育局,19706.26,8309.09,2024-09-28,中央综合财力,何志远,投资建设处
山区停车场建设四期,UC20250049,住房建设集团,市交通运输局,19817.92,6274.94,2023-12-11,中央预算内投资,赵文博,质量安全处
科技园区隧道建设工程四期,UC20250167,公共设施建设集团,市文化和旅游局,3628.24,1683.87,2025-01-09,省级补助,韩志刚,工程建设处
西城区停车场建设五期,UC20250192,基础设施建设公司,市体育局,6013.08,1436.01,2024-06-12,中央预算内投资,邓文华,质量安全处
生态城区广场建设工程三期,UC20250193,园林绿化建设集团,市园林绿化局,5187.63,1850.63,2024-05-24,专项债券,朱建平,规划设计处
新区住宅小区建设三期,UC20250113,文化建设集团,市规划和自然资源局,18586.78,1579.18,2024-03-10,中央综合财力,徐文军,审计监察处
高新区桥梁建设工程四期,UC20250161,住房建设集团,市卫生健康委员会,3537.44,1177.41,2024-08-13,省级补助,王志远,投资建设处
高新区桥梁建设工程四期,UC20250161,住房建设集团,市卫生健康委员会,3537.44,591.06,2024-08-21,中央综合财力,钱国强,投资建设处
新区排水管网工程四期,UC20250168,医疗建设发展公司,市发展和改革委员会,4403.09,1356.78,2025-01-07,中央综合财力,高建国,质量安全处
东城区排水管网工程三期,UC20250179,文化建设集团,市交通运输局,18545.15,5472.98,2023-11-12,中央补助,张建华,规划设计处
经济技术开发区文化中心建设二期,UC20250052,住房建设集团,市交通运输局,3674.35,909.7,2024-06-16,专项债券,吴德华,质量安全处
东城区垃圾处理中心建设二期,UC20250176,公共设施建设集团,市生态环境局,16258.53,7029.38,2024-05-30,土地出让金,吴德华,审计监察处
滨海新区隧道建设工程一期,UC20250021,基础设施建设公司,市规划和自然资源局,1493.28,442.25,2024-08-16,省级补助,赵文博,资金管理处
滨海新区住宅小区建设二期,UC20250002,文化建设集团,市发展和改革委员会,15577.7,6123.86,2024-11-17,省级补助,林志强,规划设计处
开发区学校建设工程四期,UC20250118,水务建设集团公司,市体育局,8515.16,1846.39,2023-10-13,中央预算内投资,林志强,规划设计处
工业园区文化中心建设一期,UC20250096,园林绿化建设集团,市规划和自然资源局,19627.56,3199.16,2023-09-22,中央预算内投资,何志远,工程建设处
南城区公交站台建设四期,UC20250046,环保建设投资公司,市文化和旅游局,5870.42,1567.44,2024-06-12,省级补助,杨文华,质量安全处
东城区文化中心建设三期,UC20250163,园林绿化建设集团,市水利局,18260.6,2877.69,2023-07-03,中央补助,朱建平,规划设计处
西城区商业综合体建设一期,UC20250037,环保建设投资公司,市交通运输局,502.58,238.34,2023-12-20,专项债券,杨文华,项目管理处
新区广场建设工程五期,UC20250094,住房建设集团,市规划和自然资源局,9339.82,3412.68,2024-11-09,中央预算内投资,马建设,综合管理处
经济技术开发区停车场建设一期,UC20250172,基础设施建设公司,市住房和城乡建设局,10388.38,4354.69,2024-04-09,土地出让金,梁文博,投资建设处
南城区医院建设工程五期,UC20250001,文化建设集团,市城市管理局,13153.33,2361.73,2023-06-17,专项债券,邓文华,综合管理处
山区污水处理厂建设四期,UC20250005,公共设施建设集团,市文化和旅游局,17553.7,954.32,2023-11-10,一般债券,彭志明,投资建设处
南城区商业综合体建设三期,UC20250036,水务建设集团公司,市园林绿化局,15515.9,2836.97,2024-06-19,省级补助,彭志明,资金管理处
经济技术开发区停车场建设三期,UC20250185,市政建设集团有限公司,市生态环境局,9251.02,4611.9,2024-05-05,一般债券,韩志刚,计划财务处
科技园区地铁建设工程四期,UC20250078,公共设施建设集团,市城市管理局,13320.36,4491.82,2023-10-13,中央补助,郭建华,资金管理处
经济技术开发区医院建设工程五期,UC20250142,园林绿化建设集团,市住房和城乡建设局,2574.42,1244.97,2024-05-03,中央补助,朱建平,质量安全处
高新区住宅小区建设二期,UC20250166,文化建设集团,市水利局,10495.86,1440.1,2024-05-21,省级补助,何志远,招投标管理处
滨海新区医院建设工程五期,UC20250011,基础设施建设公司,市发展和改革委员会,15502.96,6454.21,2025-04-22,中央补助,黄志明,审计监察处
东城区排水管网工程三期,UC20250020,水务建设集团公司,市发展和改革委员会,6587.12,396.97,2024-02-19,中央补助,林志强,项目管理处
生态城区住宅小区建设二期,UC20250188,文化建设集团,市体育局,18733.19,7614.44,2024-01-19,中央补助,张建华,招投标管理处
南城区公交站台建设四期,UC20250046,环保建设投资公司,市文化和旅游局,5870.42,2688.11,2024-10-07,一般债券,高建国,工程建设处
新区商业综合体建设二期,UC20250181,交通建设发展集团,市规划和自然资源局,5276.28,2416.25,2024-04-05,土地出让金,邓文华,综合管理处
生态城区公交站台建设三期,UC20250120,城市投资建设集团,市生态环境局,641.27,199.58,2024-03-06,一般债券,朱建平,计划财务处
工业园区文化中心建设一期,UC20250096,园林绿化建设集团,市规划和自然资源局,19627.56,9712.65,2024-04-14,专项债券,刘建国,资金管理处
山区停车场建设四期,UC20250049,住房建设集团,市交通运输局,19817.92,8425.36,2023-02-14,专项债券,王志远,规划设计处
南城区供水管网工程四期,UC20250027,城市投资建设集团,市规划和自然资源局,15862.12,3971.96,2024-12-18,土地出让金,邓文华,质量安全处
经济技术开发区隧道建设工程四期,UC20250100,教育建设投资公司,市发展和改革委员会,5101.01,2193.38,2024-01-26,一般债券,孙海涛,审计监察处
西城区停车场建设五期,UC20250192,基础设施建设公司,市体育局,6013.08,1735.73,2024-04-27,一般债券,李明强,招投标管理处
科技园区桥梁建设工程一期,UC20250032,交通建设发展集团,市体育局,1904.37,476.14,2024-07-19,中央综合财力,黄志明,质量安全处
山区住宅小区建设二期,UC20250048,教育建设投资公司,市园林绿化局,16282.43,7992.83,2024-10-02,中央预算内投资,马建设,综合管理处
高新区住宅小区建设三期,UC20250146,城市投资建设集团,市生态环境局,3426.51,902.78,2025-04-23,一般债券,朱建平,综合管理处
西城区隧道建设工程二期,UC20250085,环保建设投资公司,市水利局,16589.72,2698.59,2024-05-07,中央补助,曹建军,资金管理处
工业园区供水管网工程四期,UC20250178,水务建设集团公司,市体育局,8559.13,2370.99,2023-03-22,中央补助,彭志明,招投标管理处
开发区公园绿化工程三期,UC20250107,市政建设集团有限公司,市发展和改革委员会,7231.64,3514.72,2023-11-09,中央综合财力,赵文博,投资建设处
西城区图书馆建设二期,UC20250070,公共设施建设集团,市发展和改革委员会,4527.63,1517.04,2024-01-31,省级补助,吴德华,规划设计处
北城区文化中心建设一期,UC20250175,医疗建设发展公司,市教育局,13900.46,5834.31,2024-02-16,中央预算内投资,吴德华,项目管理处
北城区图书馆建设三期,UC20250183,交通建设发展集团,市城市管理局,7181.68,2394.1,2024-06-03,中央补助,马建设,项目管理处
高新区隧道建设工程三期,UC20250135,教育建设投资公司,市城市管理局,7656.32,1686.53,2023-06-01,土地出让金,吴德华,质量安全处
